"","appl_no","approval_date1","appl_type","doc_type1","ingredient","df_new","trade_name","productmktstatus","applicant","reviewpriority1","combination_totalnumber","approval_year","generics_presence"
"494","NDA211230",2019-03-20,1,7,"SOLRIAMFETOL HYDROCHLORIDE","TABLET;ORAL","SUNOSI",1,"AXSOME MALTA","STANDARD",0,2019,0
"495","NDA205266",2015-07-24,1,7,"SONIDEGIB PHOSPHATE","CAPSULE;ORAL","ODOMZO",1,"SUN PHARM","STANDARD",0,2015,0
"496","NDA216203",2023-05-26,1,7,"SOTAGLIFLOZIN","TABLET;ORAL","INPEFA",1,"LEXICON PHARMS INC","STANDARD",0,2023,0
"497","NDA214665",2021-05-28,1,7,"SOTORASIB","TABLET;ORAL","LUMAKRAS",1,"AMGEN INC","PRIORITY",0,2021,0
"498","NDA216403",2023-02-17,1,7,"SPARSENTAN","TABLET;ORAL","FILSPARI",1,"TRAVERE","PRIORITY",0,2023,0
"499","NDA022408",2011-01-18,1,7,"SPINOSAD","SUSPENSION;TOPICAL","NATROBA",1,"PARAPRO LLC","STANDARD",0,2011,0
"500","NDA206709",2018-08-20,1,7,"STIRIPENTOL","CAPSULE;ORAL","DIACOMIT",1,"BIOCODEX SA","PRIORITY",0,2018,0
"501","NDA207223",2018-08-20,1,12,"STIRIPENTOL","FOR SUSPENSION;ORAL","DIACOMIT",1,"BIOCODEX SA","PRIORITY",NA,2018,0
"502","NDA022225",2015-12-15,1,7,"SUGAMMADEX SODIUM","SOLUTION;INTRAVENOUS","BRIDION",1,"MSD SUB MERCK","PRIORITY",0,2015,1
"503","NDA203684",2014-10-10,1,7,"SULFUR HEXAFLUORIDE LIPID-TYPE A MICROSPHERES","FOR SUSPENSION;INTRAVENOUS","LUMASON",1,"BRACCO","STANDARD",0,2014,0
"504","NDA204569",2014-08-13,1,7,"SUVOREXANT","TABLET;ORAL","BELSOMRA",1,"MERCK SHARP DOHME","STANDARD",0,2014,0
"505","NDA211996",2019-05-03,1,7,"TAFAMIDIS MEGLUMINE","CAPSULE;ORAL","VYNDAQEL",1,"FOLDRX PHARMS","PRIORITY",0,2019,0
"506","NDA210795",2018-07-20,1,7,"TAFENOQUINE SUCCINATE","TABLET;ORAL","KRINTAFEL",1,"GLAXOSMITHKLINE","PRIORITY",0,2018,0
"507","NDA210607",2018-08-08,1,15,"TAFENOQUINE SUCCINATE","TABLET;ORAL","ARAKODA",1,"60 DEGREES PHARMS","PRIORITY",NA,2018,0
"508","NDA202514",2012-02-10,1,7,"TAFLUPROST","SOLUTION/DROPS;OPHTHALMIC","ZIOPTAN",1,"THEA PHARMA","STANDARD",0,2012,1
"509","NDA211651",2018-10-16,1,7,"TALAZOPARIB TOSYLATE","CAPSULE;ORAL","TALZENNA",1,"PFIZER","PRIORITY",0,2018,0
"510","NDA217439",2024-03-07,1,15,"TALAZOPARIB TOSYLATE","CAPSULE;ORAL","TALZENNA",1,"PFIZER","STANDARD",NA,2024,0
"511","NDA022304",2008-11-20,1,7,"TAPENTADOL HYDROCHLORIDE","TABLET;ORAL","NUCYNTA",1,"COLLEGIUM PHARM INC","STANDARD",0,2008,0
"512","NDA200533",2011-08-25,1,12,"TAPENTADOL HYDROCHLORIDE","TABLET, EXTENDED RELEASE;ORAL","NUCYNTA ER",1,"COLLEGIUM PHARM INC","STANDARD",NA,2011,0
"513","NDA203794",2012-10-15,1,12,"TAPENTADOL HYDROCHLORIDE","SOLUTION;ORAL","NUCYNTA",3,"COLLEGIUM PHARM INC","STANDARD",NA,2012,0
"514","NDA215272",2022-05-23,1,7,"TAPINAROF","CREAM;TOPICAL","VTAMA",1,"DERMAVANT SCI","STANDARD",0,2022,0
"515","NDA205677",2014-01-31,1,7,"TASIMELTEON","CAPSULE;ORAL","HETLIOZ",1,"VANDA PHARMS INC","PRIORITY",0,2014,1
"516","NDA214517",2020-12-01,1,12,"TASIMELTEON","SUSPENSION;ORAL","HETLIOZ LQ",1,"VANDA PHARMS INC","PRIORITY",NA,2020,1
"517","NDA204427",2014-07-07,1,7,"TAVABOROLE","SOLUTION;TOPICAL","KERYDIN",3,"ANACOR PHARMS INC","STANDARD",0,2014,1
"518","NDA211723",2020-01-23,1,7,"TAZEMETOSTAT HYDROBROMIDE","TABLET;ORAL","TAZVERIK",1,"EPIZYME INC","PRIORITY",0,2020,0
"519","NDA202207",2013-03-13,1,7,"TECHNETIUM TC-99M TILMANOCEPT","INJECTABLE;INJECTION","LYMPHOSEEK KIT",1,"CARDINAL HEALTH 414","STANDARD",0,2013,0
"520","NDA208627",2018-07-13,1,7,"TECOVIRIMAT","CAPSULE;ORAL","TPOXX",1,"SIGA TECHNOLOGIES","PRIORITY",0,2018,0
"521","NDA214518",2022-05-18,1,12,"TECOVIRIMAT","SOLUTION;INTRAVENOUS","TPOXX",1,"SIGA TECHNOLOGIES","STANDARD",NA,2022,0
"522","NDA205435",2014-06-20,1,7,"TEDIZOLID PHOSPHATE","TABLET;ORAL","SIVEXTRO",1,"CUBIST PHARMS LLC","PRIORITY",0,2014,0
"523","NDA205436",2014-06-20,1,12,"TEDIZOLID PHOSPHATE","POWDER;INTRAVENOUS","SIVEXTRO",1,"CUBIST PHARMS LLC","PRIORITY",NA,2014,0
"524","NDA203441",2012-12-21,1,7,"TEDUGLUTIDE","POWDER;SUBCUTANEOUS","GATTEX KIT",1,"TAKEDA PHARMS USA","STANDARD",0,2012,0
"525","NDA201917",2011-05-23,1,8,"TELAPREVIR","TABLET;ORAL","INCIVEK",3,"VERTEX PHARMS","PRIORITY",0,2011,0
"526","NDA022110",2009-09-11,1,7,"TELAVANCIN HYDROCHLORIDE","POWDER;INTRAVENOUS","VIBATIV",1,"CUMBERLAND","STANDARD",0,2009,0
"527","NDA208794",2017-02-28,1,7,"TELOTRISTAT ETIPRATE","TABLET;ORAL","XERMELO",1,"TERSERA","PRIORITY",0,2017,0
"528","NDA022088",2007-05-30,1,7,"TEMSIROLIMUS","SOLUTION;INTRAVENOUS","TORISEL",1,"PF PRISM CV","PRIORITY",0,2007,1
"529","NDA211801",2019-09-12,1,7,"TENAPANOR HYDROCHLORIDE","TABLET;ORAL","IBSRELA",1,"ARDELYX INC","STANDARD",0,2019,0
"530","NDA214096",2021-02-03,1,7,"TEPOTINIB HYDROCHLORIDE","TABLET;ORAL","TEPMETKO",1,"EMD SERONO INC","PRIORITY",0,2021,0
"531","NDA202992",2012-09-12,1,7,"TERIFLUNOMIDE","TABLET;ORAL","AUBAGIO",1,"SANOFI AVENTIS US","STANDARD",0,2012,1
"532","NDA022231",2022-09-14,1,7,"TERLIPRESSIN ACETATE","POWDER;INTRAVENOUS","TERLIVAZ",1,"MALLINCKRODT IRELAND","PRIORITY",0,2022,0
"533","NDA021894",2008-08-15,1,7,"TETRABENAZINE","TABLET;ORAL","XENAZINE",1,"BAUSCH","PRIORITY",0,2008,1
"534","NDA022433",2011-07-20,1,7,"TICAGRELOR","TABLET;ORAL","BRILINTA",1,"ASTRAZENECA","STANDARD",0,2011,1
"535","NDA213189",2020-12-14,1,7,"TIRBANIBULIN","OINTMENT;TOPICAL","KLISYRI",1,"ALMIRALL","STANDARD",0,2020,0
"536","NDA215866",2022-05-13,1,7,"TIRZEPATIDE","SOLUTION;SUBCUTANEOUS","MOUNJARO",1,"ELI LILLY AND CO","PRIORITY",0,2022,0
"537","NDA212904",2021-03-10,1,7,"TIVOZANIB HYDROCHLORIDE","CAPSULE;ORAL","FOTIVDA",1,"AVEO PHARMS","STANDARD",0,2021,0
"538","NDA203214",2012-11-06,1,7,"TOFACITINIB CITRATE","TABLET;ORAL","XELJANZ",1,"PF PRISM CV","STANDARD",0,2012,1
"539","NDA208246",2016-02-23,1,12,"TOFACITINIB CITRATE","TABLET, EXTENDED RELEASE;ORAL","XELJANZ XR",1,"PFIZER","STANDARD",NA,2016,1
"540","NDA213082",2020-09-25,1,12,"TOFACITINIB CITRATE","SOLUTION;ORAL","XELJANZ",1,"PFIZER","PRIORITY",NA,2020,1
"541","NDA215887",2023-04-25,1,7,"TOFERSEN","SOLUTION;INTRATHECAL","QALSODY",1,"BIOGEN MA","PRIORITY",0,2023,0
"542","NDA022275",2009-05-19,1,7,"TOLVAPTAN","TABLET;ORAL","SAMSCA",1,"OTSUKA","STANDARD",0,2009,1
"543","NDA217700",2024-04-23,1,7,"TOVORAFENIB","SUSPENSION;ORAL","OJEMDA",1,"DAY ONE BIOPHARMS","PRIORITY",0,2024,0
"544","NDA217700",2024-04-23,1,7,"TOVORAFENIB","TABLET;ORAL","OJEMDA",1,"DAY ONE BIOPHARMS","PRIORITY",0,2024,0
"545","NDA218033",2024-04-23,1,7,"TOVORAFENIB","SUSPENSION;ORAL","OJEMDA",1,"DAY ONE BIOPHARMS","PRIORITY",0,2024,0
"546","NDA218033",2024-04-23,1,7,"TOVORAFENIB","FOR SUSPENSION;ORAL","OJEMDA",1,"DAY ONE BIOPHARMS","PRIORITY",0,2024,0
"547","NDA207953",2015-10-23,1,7,"TRABECTEDIN","POWDER;INTRAVENOUS","YONDELIS",1,"JANSSEN PRODS","PRIORITY",0,2015,0
"548","NDA204114",2013-05-29,1,7,"TRAMETINIB DIMETHYL SULFOXIDE","TABLET;ORAL","MEKINIST",1,"NOVARTIS","STANDARD",0,2013,0
"549","NDA217513",2023-03-16,1,15,"TRAMETINIB DIMETHYL SULFOXIDE","TABLET;ORAL","MEKINIST",1,"NOVARTIS","PRIORITY",NA,2023,0
"550","NDA217513",2023-03-16,1,15,"TRAMETINIB DIMETHYL SULFOXIDE","SOLUTION;ORAL","MEKINIST",1,"NOVARTIS","PRIORITY",NA,2023,0
"551","NDA208711",2019-02-13,1,7,"TRICLABENDAZOLE","TABLET;ORAL","EGATEN",1,"NOVARTIS","PRIORITY",0,2019,0
"552","NDA211527",2019-10-04,1,7,"TRIFAROTENE","CREAM;TOPICAL","AKLIEF",1,"GALDERMA LABS LP","STANDARD",0,2019,0
"553","NDA213687",2020-06-30,1,7,"TRIHEPTANOIN","LIQUID;ORAL","DOJOLVI",1,"ULTRAGENYX PHARM INC","STANDARD",0,2020,0
"554","NDA214200",2021-02-12,1,7,"TRILACICLIB DIHYDROCHLORIDE","POWDER;INTRAVENOUS","COSELA",1,"G1 THERAP","PRIORITY",0,2021,0
"555","NDA217026",2023-03-10,1,7,"TROFINETIDE","SOLUTION;ORAL","DAYBUE",1,"ACADIA PHARMS INC","PRIORITY",0,2023,0
"556","NDA213411",2020-04-17,1,7,"TUCATINIB","TABLET;ORAL","TUKYSA",1,"SEAGEN","PRIORITY",0,2020,0
"557","NDA211765",2019-12-23,1,7,"UBROGEPANT","TABLET;ORAL","UBRELVY",1,"ABBVIE","STANDARD",0,2019,0
"558","NDA022474",2010-08-13,1,7,"ULIPRISTAL ACETATE","TABLET;ORAL","ELLA",1,"LAB HRA PHARMA","STANDARD",0,2010,1
"559","NDA213176",2021-02-05,1,7,"UMBRALISIB TOSYLATE","TABLET;ORAL","UKONIQ",3,"TG THERAPS","PRIORITY",0,2021,0
"560","NDA203975",2013-12-18,1,8,"UMECLIDINIUM BROMIDE; VILANTEROL TRIFENATATE","POWDER;INHALATION","ANORO ELLIPTA",1,"GLAXOSMITHKLINE","STANDARD",0,2013,0
"561","NDA211675",2019-08-16,1,7,"UPADACITINIB","TABLET, EXTENDED RELEASE;ORAL","RINVOQ",1,"ABBVIE","PRIORITY",0,2019,0
"562","NDA218347",2024-04-26,1,12,"UPADACITINIB","TABLET, EXTENDED RELEASE;ORAL","RINVOQ",1,"ABBVIE","STANDARD",NA,2024,0
"563","NDA218347",2024-04-26,1,12,"UPADACITINIB","SOLUTION;ORAL","RINVOQ LQ",1,"ABBVIE","STANDARD",NA,2024,0
"564","NDA208169",2015-09-04,1,7,"URIDINE TRIACETATE","GRANULE;ORAL","XURIDEN",1,"BTG INTL","PRIORITY",0,2015,0
"565","NDA215192",2024-03-27,1,7,"VADADUSTAT","TABLET;ORAL","VAFSEO",1,"AKEBIA","STANDARD",0,2024,0
"566","NDA209241",2017-04-11,1,7,"VALBENAZINE TOSYLATE","CAPSULE;ORAL","INGREZZA",1,"NEUROCRINE","PRIORITY",0,2017,1
"567","NDA215239",2023-10-26,1,7,"VAMOROLONE","SUSPENSION;ORAL","AGAMREE",1,"CATALYST PHARMS","STANDARD",0,2023,0
"568","NDA022405",2011-04-06,1,7,"VANDETANIB","TABLET;ORAL","CAPRELSA",1,"GENZYME CORP","PRIORITY",0,2011,0
"569","NDA202429",2011-08-17,1,7,"VEMURAFENIB","TABLET;ORAL","ZELBORAF",1,"HOFFMANN LA ROCHE","PRIORITY",0,2011,0
"570","NDA208573",2016-04-11,1,7,"VENETOCLAX","TABLET;ORAL","VENCLEXTA",1,"ABBVIE","PRIORITY",0,2016,0
"571","NDA214377",2021-01-19,1,7,"VERICIGUAT","TABLET;ORAL","VERQUVO",1,"MERCK SHARP DOHME","PRIORITY",0,2021,0
"572","NDA213006",2020-12-23,1,7,"VIBEGRON","TABLET;ORAL","GEMTESA",1,"UROVANT","STANDARD",0,2020,0
"573","NDA020427",2009-08-21,1,7,"VIGABATRIN","TABLET;ORAL","SABRIL",1,"LUNDBECK PHARMS LLC","STANDARD",0,2009,1
"574","NDA022006",2009-08-21,1,12,"VIGABATRIN","FOR SOLUTION;ORAL","SABRIL",1,"LUNDBECK PHARMS LLC","PRIORITY",NA,2009,1
"575","NDA022567",2011-01-21,1,7,"VILAZODONE HYDROCHLORIDE","TABLET;ORAL","VIIBRYD",1,"ABBVIE","STANDARD",0,2011,1
"576","NDA211964",2021-04-02,1,7,"VILOXAZINE HYDROCHLORIDE","CAPSULE, EXTENDED RELEASE;ORAL","QELBREE",1,"SUPERNUS PHARMS","STANDARD",0,2021,0
"577","NDA212154",2020-08-12,1,7,"VILTOLARSEN","SOLUTION;INTRAVENOUS","VILTEPSO",1,"NIPPON SHINYAKU","PRIORITY",0,2020,0
"578","NDA203388",2012-01-30,1,7,"VISMODEGIB","CAPSULE;ORAL","ERIVEDGE",1,"GENENTECH","PRIORITY",0,2012,0
"579","NDA213716",2021-01-22,1,7,"VOCLOSPORIN","CAPSULE;ORAL","LUPKYNIS",1,"AURINIA","PRIORITY",0,2021,0
"580","NDA204886",2014-05-08,1,7,"VORAPAXAR SULFATE","TABLET;ORAL","ZONTIVITY",1,"KEY THERAP","STANDARD",0,2014,0
"581","NDA204447",2013-09-30,1,7,"VORTIOXETINE HYDROBROMIDE","TABLET;ORAL","TRINTELLIX",1,"TAKEDA PHARMS USA","STANDARD",0,2013,1
"582","NDA214938",2021-11-19,1,7,"VOSORITIDE","POWDER;SUBCUTANEOUS","VOXZOGO",1,"BIOMARIN PHARM","PRIORITY",0,2021,0
"583","NDA213137",2019-11-25,1,7,"VOXELOTOR","TABLET;ORAL","OXBRYTA",1,"GLOBAL BLOOD THERAPS","PRIORITY",0,2019,0
"584","NDA216157",2021-12-17,1,12,"VOXELOTOR","TABLET, FOR SUSPENSION;ORAL","OXBRYTA",1,"GLOBAL BLOOD THERAPS","PRIORITY",NA,2021,0
"585","NDA216157",2021-12-17,1,12,"VOXELOTOR","TABLET;ORAL","OXBRYTA",1,"GLOBAL BLOOD THERAPS","PRIORITY",NA,2021,0
"586","NDA215515",2022-06-13,1,7,"VUTRISIRAN SODIUM","SOLUTION;SUBCUTANEOUS","AMVUTTRA",1,"ALNYLAM PHARMS INC","STANDARD",0,2022,0
"587","NDA214375",2022-12-23,1,7,"XENON XE-129 HYPERPOLARIZED","GAS;INHALATION","XENOVIEW",1,"POLAREAN","STANDARD",0,2022,0
"588","NDA213217",2019-11-14,1,7,"ZANUBRUTINIB","CAPSULE;ORAL","BRUKINSA",1,"BEIGENE","STANDARD",0,2019,0
"589","NDA216386",2023-03-09,1,7,"ZAVEGEPANT HYDROCHLORIDE","SPRAY, METERED;NASAL","ZAVZPRET",1,"PFIZER","STANDARD",0,2023,0
"590","NDA216834",2023-10-17,1,7,"ZILUCOPLAN SODIUM","SOLUTION;SUBCUTANEOUS","ZILBRYSQ",1,"UCB INC","STANDARD",0,2023,0
"591","NDA217369",2023-08-04,1,7,"ZURANOLONE","CAPSULE;ORAL","ZURZUVAE",1,"BIOGEN INC","PRIORITY",0,2023,0
"592","ANDA208339",2018-10-31,2,NA,"ABIRATERONE ACETATE","TABLET;ORAL","ABIRATERONE ACETATE",1,"HIKMA","STANDARD",NA,NA,1
"593","ANDA208432",2018-10-31,2,NA,"ABIRATERONE ACETATE","TABLET;ORAL","ABIRATERONE ACETATE",1,"TEVA PHARMS USA","STANDARD",NA,NA,1
"594","ANDA208446",2018-10-31,2,NA,"ABIRATERONE ACETATE","TABLET;ORAL","ABIRATERONE ACETATE",1,"MYLAN","STANDARD",NA,NA,1
"595","ANDA208453",2018-10-31,2,NA,"ABIRATERONE ACETATE","TABLET;ORAL","ABIRATERONE ACETATE",1,"APOTEX","STANDARD",NA,NA,1
"596","ANDA208327",2019-01-07,2,NA,"ABIRATERONE ACETATE","TABLET;ORAL","ABIRATERONE ACETATE",1,"AMNEAL PHARMS","STANDARD",NA,NA,1
"597","ANDA208371",2019-02-25,2,NA,"ABIRATERONE ACETATE","TABLET;ORAL","ABIRATERONE ACETATE",1,"RISING","STANDARD",NA,NA,1
"598","ANDA208380",2019-02-27,2,NA,"ABIRATERONE ACETATE","TABLET;ORAL","ABIRATERONE ACETATE",1,"WOCKHARDT BIO AG","STANDARD",NA,NA,1
"599","ANDA210686",2019-07-10,2,NA,"ABIRATERONE ACETATE","TABLET;ORAL","ABIRATERONE ACETATE",1,"MSN","STANDARD",NA,NA,1
"600","ANDA212462",2019-09-27,2,NA,"ABIRATERONE ACETATE","TABLET;ORAL","ABIRATERONE ACETATE",1,"QILU","STANDARD",NA,NA,1
"601","ANDA209227",2019-10-16,2,NA,"ABIRATERONE ACETATE","TABLET;ORAL","ABIRATERONE ACETATE",1,"GLENMARK PHARMS","STANDARD",NA,NA,1
"602","ANDA208416",2020-05-18,2,NA,"ABIRATERONE ACETATE","TABLET;ORAL","ABIRATERONE ACETATE",1,"DR REDDYS","STANDARD",NA,NA,1
"603","ANDA215947",2022-01-05,2,NA,"ABIRATERONE ACETATE","TABLET;ORAL","ABIRATERONE ACETATE",1,"NOVUGEN","STANDARD",NA,NA,1
"604","ANDA212206",2022-06-24,2,NA,"ABIRATERONE ACETATE","TABLET;ORAL","ABIRATERONE ACETATE",3,"TEVA PHARMS USA","STANDARD",NA,NA,1
"605","ANDA210726",2023-01-26,2,NA,"ABIRATERONE ACETATE","TABLET;ORAL","ABIRATERONE ACETATE",1,"TEVA PHARMS USA","STANDARD",NA,NA,1
"606","ANDA215086",2023-03-23,2,NA,"ABIRATERONE ACETATE","TABLET;ORAL","ABIRATERONE ACETATE",1,"FLORIDA","STANDARD",NA,NA,1
"607","ANDA206665",2019-03-22,2,NA,"ALISKIREN HEMIFUMARATE","TABLET;ORAL","ALISKIREN HEMIFUMARATE",1,"ENDO OPERATIONS","STANDARD",NA,NA,1
"608","ANDA208295",2019-12-19,2,NA,"ALVIMOPAN","CAPSULE;ORAL","ALVIMOPAN",1,"WATSON LABS TEVA","STANDARD",NA,NA,1
"609","ANDA216843",2023-01-24,2,NA,"ALVIMOPAN","CAPSULE;ORAL","ALVIMOPAN",1,"ENDO OPERATIONS","STANDARD",NA,NA,1
"610","ANDA217753",2023-08-31,2,NA,"ALVIMOPAN","CAPSULE;ORAL","ALVIMOPAN",1,"HIKMA","STANDARD",NA,NA,1
"611","ANDA208252",2019-03-28,2,NA,"AMBRISENTAN","TABLET;ORAL","AMBRISENTAN",1,"WATSON LABS INC","STANDARD",NA,NA,1
"612","ANDA208441",2019-03-28,2,NA,"AMBRISENTAN","TABLET;ORAL","AMBRISENTAN",1,"MYLAN","STANDARD",NA,NA,1
"613","ANDA210058",2019-03-28,2,NA,"AMBRISENTAN","TABLET;ORAL","AMBRISENTAN",1,"ZYDUS PHARMS","STANDARD",NA,NA,1
"614","ANDA210784",2019-03-28,2,NA,"AMBRISENTAN","TABLET;ORAL","AMBRISENTAN",1,"SUN PHARM","STANDARD",NA,NA,1
"615","ANDA208354",2019-04-10,2,NA,"AMBRISENTAN","TABLET;ORAL","AMBRISENTAN",1,"SIGMAPHARM LABS LLC","STANDARD",NA,NA,1
"616","ANDA209509",2019-04-10,2,NA,"AMBRISENTAN","TABLET;ORAL","AMBRISENTAN",3,"ENDO OPERATIONS","STANDARD",NA,NA,1
"617","ANDA210715",2019-04-26,2,NA,"AMBRISENTAN","TABLET;ORAL","AMBRISENTAN",1,"CIPLA","STANDARD",NA,NA,1
"618","ANDA210701",2022-05-19,2,NA,"AMBRISENTAN","TABLET;ORAL","AMBRISENTAN",1,"APOTEX","STANDARD",NA,NA,1
"619","ANDA216531",2022-07-21,2,NA,"AMBRISENTAN","TABLET;ORAL","AMBRISENTAN",1,"AUROBINDO PHARMA","STANDARD",NA,NA,1
"620","ANDA203543",2012-12-14,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",1,"SOFIE","",NA,NA,1
"621","ANDA203321",2013-02-25,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",1,"MCPRF","",NA,NA,1
"622","ANDA203700",2013-02-25,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",1,"CARDINAL HLTH 414","",NA,NA,1
"623","ANDA203812",2013-06-27,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",1,"UCLA BIOMEDICAL","",NA,NA,1
"624","ANDA203938",2013-12-09,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",1,"KREITCHMAN PET CTR","",NA,NA,1
"625","ANDA204506",2014-02-07,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",1,"WA UNIV SCH MED","",NA,NA,1
"626","ANDA204496",2014-03-28,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",1,"UCSF RODIOPHARM","",NA,NA,1
"627","ANDA203933",2014-06-27,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",3,"UNIV TX MD ANDERSON","",NA,NA,1
"628","ANDA204514",2014-08-19,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",1,"JOHNS HOPKINS UNIV","",NA,NA,1
"629","ANDA204366",2014-09-19,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",3,"SHERTECH LABS LLC","",NA,NA,1
"630","ANDA204465",2014-10-23,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",1,"DECATUR","",NA,NA,1
"631","ANDA203783",2014-10-30,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",1,"BRIGHAM WOMENS HOSP","STANDARD",NA,NA,1
"632","ANDA204535",2014-11-20,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",1,"MIPS CRF","",NA,NA,1
"633","ANDA204356",2014-12-18,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",3,"WISCONSIN","",NA,NA,1
"634","ANDA204515",2015-02-04,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",1,"NCM USA BRONX LLC","",NA,NA,1
"635","ANDA204667",2015-04-22,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",3,"SOFIE","STANDARD",NA,NA,1
"636","ANDA204455",2015-04-23,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",1,"NUKEMED","",NA,NA,1
"637","ANDA204352",2015-05-01,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",1,"BIOMEDCL RES FDN","STANDARD",NA,NA,1
"638","ANDA204539",2015-06-23,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",3,"CENTRAL RADIOPHARM","",NA,NA,1
"639","ANDA204547",2015-08-14,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",1,"PRECISION NUCLEAR","",NA,NA,1
"640","ANDA203779",2015-10-19,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",1,"3D IMAGING DRUG","",NA,NA,1
"641","ANDA204510",2015-11-02,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",1,"PETNET","",NA,NA,1
"642","ANDA204457",2015-11-18,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",1,"MIDWEST MEDCL","",NA,NA,1
"643","ANDA205687",2015-12-17,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",3,"ESSENTIAL ISOTOPES","STANDARD",NA,NA,1
"644","ANDA207025",2016-02-03,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",1,"GEN HOSP","STANDARD",NA,NA,1
"645","ANDA210524",2018-12-21,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",1,"IONETIX","STANDARD",NA,NA,1
"646","ANDA209507",2019-11-01,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",1,"UNIV TX SW MEDCTR","STANDARD",NA,NA,1
"647","ANDA211740",2020-09-09,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",1,"UNIV WISCONSIN","STANDARD",NA,NA,1
"648","ANDA215083",2021-07-09,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",1,"METHODIST","STANDARD",NA,NA,1
"649","ANDA211698",2022-11-03,2,NA,"AMMONIA N-13","INJECTABLE;INTRAVENOUS","AMMONIA N 13",1,"UNIV ALAHAMA BIRM","STANDARD",NA,NA,1
"650","ANDA210171",2019-02-22,2,NA,"APIXABAN","TABLET;ORAL","APIXABAN",1,"SUN PHARM INDUSTRIES","STANDARD",NA,NA,1
"651","ANDA210013",2019-12-23,2,NA,"APIXABAN","TABLET;ORAL","APIXABAN",3,"MICRO LABS","STANDARD",NA,NA,1
"652","ANDA210128",2019-12-23,2,NA,"APIXABAN","TABLET;ORAL","APIXABAN",3,"MYLAN","STANDARD",NA,NA,1
"653","ANDA210152",2020-04-08,2,NA,"APIXABAN","TABLET;ORAL","APIXABAN",3,"BIONPHARMA","STANDARD",NA,NA,1
"654","ANDA210180",2020-07-28,2,NA,"APIXABAN","TABLET;ORAL","APIXABAN",1,"ACCORD HLTHCARE","STANDARD",NA,NA,1
"655","ANDA209898",2020-09-11,2,NA,"APIXABAN","TABLET;ORAL","APIXABAN",1,"INDOCO","STANDARD",NA,NA,1
"656","ANDA209845",2021-07-26,2,NA,"APIXABAN","TABLET;ORAL","APIXABAN",3,"BRECKENRIDGE","STANDARD",NA,NA,1
"657","ANDA210185",2023-02-27,2,NA,"APIXABAN","TABLET;ORAL","APIXABAN",3,"ZYDUS PHARMS","STANDARD",NA,NA,1
"658","ANDA210026",2023-05-26,2,NA,"APIXABAN","TABLET;ORAL","APIXABAN",3,"AUROBINDO PHARMA LTD","STANDARD",NA,NA,1
"659","ANDA210066",2023-11-21,2,NA,"APIXABAN","TABLET;ORAL","APIXABAN",1,"HETERO LABS LTD V","STANDARD",NA,NA,1
"660","ANDA210091",2024-02-16,2,NA,"APIXABAN","TABLET;ORAL","APIXABAN",3,"APOTEX","STANDARD",NA,NA,1
